Plot,Replication,Block,Genotype,Population,Spikelet,Grain_number,,,,,Grain_yield(mg),,,,
,,,,,,Spike_1,Spike_2,Spike_3,Spike_4,Spike_5,Spike_1,Spike_2,Spike_3,Spike_4,Spike_5
18,1,18,Banderola,elite,8,3,3,3,5,4,200.4,169.9,179.7,274,221.4
18,1,18,Banderola,elite,9,3,4,3,4,4,179.9,254.9,151,222.8,227.8
18,1,18,Banderola,elite,10,3,1,3,5,4,196.3,73.6,184.2,240.2,215.3
18,1,18,Banderola,elite,11,3,1,3,3,2,193.9,66.4,147.5,201.4,133.6
18,1,18,Banderola,elite,12,4,3,3,3,4,224.9,184.7,183.5,175.1,221.4
18,1,18,Banderola,elite,13,2,2,3,3,3,146.8,121.1,188.4,146,154
18,1,18,Banderola,elite,14,3,2,3,4,4,177.2,122.3,177.4,223.1,182.6
18,1,18,Banderola,elite,15,3,3,3,4,3,175.6,166.4,161.1,217.9,146.6
18,1,18,Banderola,elite,16,4,2,2,4,3,227,100.6,118.9,183.8,152.5
18,1,18,Banderola,elite,17,4,3,2,2,3,216.2,171.2,97.3,110.9,158.6
18,1,18,Banderola,elite,18,2,3,3,3,2,114,125.4,111.7,141.2,104.1
18,1,18,Banderola,elite,19,1,2,2,3,3,63.7,111.3,108,134.9,126.6
18,1,18,Banderola,elite,20,2,1,2,2,1,93.1,33.6,94.8,84.2,53.3
18,1,18,Banderola,elite,21,2,2,1,3,NA,87.5,86.1,42.6,94.7,NA
18,1,18,Banderola,elite,22,NA,1,NA,NA,NA,NA,39.5,NA,NA,NA
19,1,19,Ostroga,elite,1,0,0,0,0,0,0,0,0,0,0
19,1,19,Ostroga,elite,2,1,0,0,0,0,46,0,0,0,0
19,1,19,Ostroga,elite,3,3,0,3,3,0,159.8,0,154.5,173.1,0
19,1,19,Ostroga,elite,4,3,0,3,3,2,168.4,0,169.1,183.7,99.8
19,1,19,Ostroga,elite,5,4,0,3,4,3,205.4,0,183.1,222.4,156.4
19,1,19,Ostroga,elite,6,4,2,4,4,3,201.4,106.9,218.8,234.2,158.8
19,1,19,Ostroga,elite,7,4,2,3,4,3,234.2,123.3,194.1,254.2,173.4
19,1,19,Ostroga,elite,8,4,3,4,3,3,169,166.5,221.5,178.9,164.2
19,1,19,Ostroga,elite,9,4,3,4,3,3,231.1,165.4,224.9,180.1,182.6
19,1,19,Ostroga,elite,10,3,3,4,4,2,183.6,170.3,216.6,212.9,123.2
19,1,19,Ostroga,elite,11,3,3,3,4,2,184.1,179,169.6,238.4,121.3
19,1,19,Ostroga,elite,12,4,3,4,3,3,233.4,167.2,215,187,173.6
19,1,19,Ostroga,elite,13,4,3,3,3,3,205.3,161.5,182.3,179.5,168.4
19,1,19,Ostroga,elite,14,3,3,3,3,3,183.5,161.8,180.9,179.6,153.3
19,1,19,Ostroga,elite,15,3,3,3,3,3,173,132.8,176.6,169.3,150.9
19,1,19,Ostroga,elite,16,3,2,3,2,3,120.4,92.3,164.4,120.8,153.5
19,1,19,Ostroga,elite,17,3,2,2,2,2,179.7,106.5,94.3,104.6,102
19,1,19,Ostroga,elite,18,3,2,3,2,2,118.1,97.3,136.9,106.9,89.5
19,1,19,Ostroga,elite,19,1,2,2,2,2,51.9,93.3,92.8,100.4,82.6
19,1,19,Ostroga,elite,20,2,2,2,NA,2,96.1,84,91.2,NA,82.3
19,1,19,Ostroga,elite,21,NA,1,NA,NA,NA,NA,46.6,NA,NA,NA
20,1,20,Kleber,elite,1,0,0,2,0,2,0,0,84.3,0,77.7
20,1,20,Kleber,elite,2,1,2,3,3,3,41.2,74,134.3,127,104.7
20,1,20,Kleber,elite,3,3,3,4,3,4,146.6,154.2,201.5,164.9,198.4
20,1,20,Kleber,elite,4,3,4,4,3,4,163.5,179.3,220.5,148.7,201.1
20,1,20,Kleber,elite,5,4,4,4,3,3,202,214.6,224.2,170.8,152.7
20,1,20,Kleber,elite,6,4,4,4,3,5,209.1,223.8,222.7,169.3,184
20,1,20,Kleber,elite,7,4,4,4,4,4,215.7,224.5,238.2,162.8,234.2
20,1,20,Kleber,elite,8,4,4,4,4,4,229.2,208.7,240.8,215.2,231.4
20,1,20,Kleber,elite,9,4,4,4,3,5,216.3,205.6,238.6,182,277.6
20,1,20,Kleber,elite,10,4,4,1,4,5,230.8,215.3,51.1,222.2,240.2
20,1,20,Kleber,elite,11,4,4,4,4,5,232.9,235.9,243.9,241.8,288.1
20,1,20,Kleber,elite,12,4,4,3,4,3,231.6,214.5,189.1,223.9,182.1
20,1,20,Kleber,elite,13,3,4,4,3,4,162.6,215.6,227.3,144.5,225.4
20,1,20,Kleber,elite,14,4,4,4,3,3,221.7,202.9,223.7,153.2,161.9
20,1,20,Kleber,elite,15,4,3,4,3,2,207.1,148.8,198.8,129.2,81.1
20,1,20,Kleber,elite,16,3,4,3,3,3,166.6,192.6,156.7,152.5,137.5
20,1,20,Kleber,elite,17,3,4,3,4,1,152.3,179.4,162.6,206.2,30.6
20,1,20,Kleber,elite,18,3,3,3,3,3,147.2,142.8,151.6,144.6,102.9
20,1,20,Kleber,elite,19,2,3,3,3,1,101.2,137.2,139.8,158.1,58.6
20,1,20,Kleber,elite,20,3,2,3,3,3,120.1,96.3,90.5,137.9,134.2
20,1,20,Kleber,elite,21,1,2,2,2,2,38.8,80,81.4,94.3,90.1
20,1,20,Kleber,elite,22,NA,NA,NA,2,2,NA,NA,NA,85.2,87.5
21,2,21,Philius,elite,1,2,0,0,2,4,78.7,0,0,53.1,140.5
21,2,21,Philius,elite,2,4,0,0,4,3,155.9,0,0,192.6,148.9
21,2,21,Philius,elite,3,4,3,2,3,5,196.5,136.1,79.2,157.3,216.9
21,2,21,Philius,elite,4,5,3,3,5,5,246.2,136.3,123.3,270.7,238.2
21,2,21,Philius,elite,5,4,4,3,4,4,237.9,179,136.4,243.4,219.3
21,2,21,Philius,elite,6,4,4,3,5,5,249.8,195,157.3,284.7,272.2
21,2,21,Philius,elite,7,4,4,4,5,5,220,199.7,174.4,274.7,261.5
21,2,21,Philius,elite,8,5,4,4,5,5,298,205.4,193.5,295.7,272.4
21,2,21,Philius,elite,9,4,4,4,5,5,265.3,212.9,197.9,276.9,214.5
21,2,21,Philius,elite,10,5,4,4,5,5,279.9,210.3,197.4,308.6,283
21,2,21,Philius,elite,11,4,4,4,4,5,256.5,211.4,183.5,208.4,204.2
21,2,21,Philius,elite,12,4,4,3,4,4,235,222.8,165,206.7,233.2
21,2,21,Philius,elite,13,4,4,3,3,3,242.9,217,148.4,153.3,179.5
21,2,21,Philius,elite,14,4,2,3,5,4,226.8,131.3,156.1,265,222.6
21,2,21,Philius,elite,15,4,2,3,5,4,227.9,110,145.1,241.1,209.5
21,2,21,Philius,elite,16,4,3,3,4,2,212.6,159,131.6,213.2,110.5
21,2,21,Philius,elite,17,2,3,2,3,4,115.1,158.9,91.5,151.8,196.5
21,2,21,Philius,elite,18,3,2,3,1,4,152.5,106.2,116.5,54.1,166.3
21,2,21,Philius,elite,19,2,3,2,0,2,90.6,133,88.4,0,91.2
21,2,21,Philius,elite,20,3,2,2,1,3,129.6,89.9,82.6,50.8,142.1
21,2,21,Philius,elite,21,3,3,2,2,3,131.2,105.4,66.8,85.6,126.9
21,2,21,Philius,elite,22,3,2,1,3,2,106.3,62.6,42.9,102.9,75.8
21,2,21,Philius,elite,23,2,NA,NA,1,2,56.2,NA,NA,47.7,77.9
22,2,22,Cordiale,elite,1,0,2,0,0,0,0,98.9,0,0,0
22,2,22,Cordiale,elite,2,1,3,2,0,2,42.9,159.4,86.7,0,72.7
22,2,22,Cordiale,elite,3,2,3,3,2,3,108.8,171,131.3,90.6,98.9
22,2,22,Cordiale,elite,4,3,4,3,2,2,151.2,207.1,169.2,109.1,101.9
22,2,22,Cordiale,elite,5,4,3,3,4,3,162.7,112.6,173.9,162.9,129.9
22,2,22,Cordiale,elite,6,5,5,4,4,4,234.3,233.8,175.2,145.3,194.7
22,2,22,Cordiale,elite,7,3,5,4,5,4,149.1,257.2,210.9,186.9,200.7
22,2,22,Cordiale,elite,8,5,4,5,4,3,246,210.7,240.8,149,165.7
22,2,22,Cordiale,elite,9,3,3,4,4,7,162.6,160.9,213.8,179.4,302.2
22,2,22,Cordiale,elite,10,5,4,3,5,5,258.8,215.1,182.4,225.3,216.5
22,2,22,Cordiale,elite,11,5,5,4,3,6,240.1,202,222.8,149.8,257.8
22,2,22,Cordiale,elite,12,5,5,4,4,6,233,194,206.2,180,293.7
22,2,22,Cordiale,elite,13,3,5,3,3,6,156.9,215.6,126.4,152.8,242.8
22,2,22,Cordiale,elite,14,3,4,4,3,4,148.6,197.8,192,122.7,196.7
22,2,22,Cordiale,elite,15,3,5,4,2,4,143.3,220.2,197.1,99.1,176.5
22,2,22,Cordiale,elite,16,3,4,3,2,3,130.1,161.3,143.6,69.3,155.3
22,2,22,Cordiale,elite,17,3,4,3,1,4,120.1,132.2,122.6,37.1,162.2
22,2,22,Cordiale,elite,18,3,3,3,2,3,104.8,137.9,134.5,90.7,141.1
22,2,22,Cordiale,elite,19,2,1,3,1,3,81.4,46,125.6,47.9,127.1
22,2,22,Cordiale,elite,20,NA,3,2,NA,3,NA,131.2,94.6,NA,127.3
22,2,22,Cordiale,elite,21,NA,2,NA,NA,2,NA,56.2,NA,NA,90.1
22,2,22,Cordiale,elite,22,NA,NA,NA,NA,3,NA,NA,NA,NA,90.5
23,2,23,TRI23279,resource,1,2,0,0,1,2,49.3,0,0,39.7,71.5
23,2,23,TRI23279,resource,2,3,0,2,0,1,161.8,0,100.1,0,49.7
23,2,23,TRI23279,resource,3,3,1,3,3,3,142.5,53.6,156.4,122.4,114.4
23,2,23,TRI23279,resource,4,3,3,3,3,3,170.2,133.3,155.7,139.2,167.7
23,2,23,TRI23279,resource,5,3,3,3,4,3,167.7,159.9,177.5,232.5,164.6
23,2,23,TRI23279,resource,6,3,3,3,5,3,137.4,158.3,152,289.4,175.2
23,2,23,TRI23279,resource,7,3,3,3,4,3,177.8,170.6,166.2,209.5,190.1
23,2,23,TRI23279,resource,8,3,4,3,5,3,179.8,194.8,137.2,306.8,179.5
23,2,23,TRI23279,resource,9,3,3,3,5,3,184.8,185.3,181.1,241.6,190
23,2,23,TRI23279,resource,10,3,3,3,5,3,179.9,169.5,172.1,300.5,174.7
23,2,23,TRI23279,resource,11,3,4,3,5,2,152.1,226.5,177.2,299.6,80.1
23,2,23,TRI23279,resource,12,3,4,3,4,3,183.9,207.6,157.4,197.5,166.6
23,2,23,TRI23279,resource,13,3,3,3,2,3,162.5,179.4,158.5,98.7,166
23,2,23,TRI23279,resource,14,3,3,3,3,3,168.5,167.2,145.6,142.5,152.2
23,2,23,TRI23279,resource,15,3,3,3,4,2,145.7,152.8,152,214.8,111.8
23,2,23,TRI23279,resource,16,2,3,3,3,2,109.5,153.3,121.5,173.3,109.5
23,2,23,TRI23279,resource,17,2,3,2,3,2,93.3,145.3,65.4,167.7,98.9
23,2,23,TRI23279,resource,18,2,3,3,4,1,106.4,126.3,117.8,176.1,48.1
23,2,23,TRI23279,resource,19,1,1,1,1,2,53.7,53.7,51.9,51,80.3
23,2,23,TRI23279,resource,20,1,1,1,2,NA,50.2,49.2,44.3,92.9,NA
23,2,23,TRI23279,resource,21,1,2,1,NA,NA,54.4,94.4,41.8,NA,NA
24,2,24,Sobi,elite,1,0,0,0,2,0,0,0,0,81.5,0
24,2,24,Sobi,elite,2,2,3,0,3,1,95.1,148.8,0,145.9,49.1
24,2,24,Sobi,elite,3,3,4,2,4,3,151.7,193.1,122.7,197.3,152.4
24,2,24,Sobi,elite,4,3,4,3,4,3,172.6,198.4,180.7,201.3,156.7
24,2,24,Sobi,elite,5,3,4,4,4,3,159.7,220.5,209.3,216,150.5
24,2,24,Sobi,elite,6,4,3,3,3,4,196.9,158.1,190.8,153.7,221.4
24,2,24,Sobi,elite,7,4,3,4,3,4,225,170.7,233.2,142,228.3
24,2,24,Sobi,elite,8,3,4,4,4,4,182.9,181.8,246.8,206.4,237.2
24,2,24,Sobi,elite,9,4,6,4,5,2,226,319.4,228.4,245.5,140
24,2,24,Sobi,elite,10,4,6,3,4,4,239.6,309.7,197.1,213.3,228.4
24,2,24,Sobi,elite,11,4,5,4,3,4,229.7,262.5,216.6,153.3,229.2
24,2,24,Sobi,elite,12,4,4,4,4,4,193.4,224.9,210.1,208.9,213.5
24,2,24,Sobi,elite,13,3,4,3,4,3,175.9,189.8,138.9,213.9,185.6
24,2,24,Sobi,elite,14,3,4,3,4,4,177.1,216.8,176.4,208.7,203.8
24,2,24,Sobi,elite,15,4,4,3,3,3,201.7,196.1,165.9,125.4,155.9
24,2,24,Sobi,elite,16,3,4,3,3,3,159.5,192,130.6,149.5,142.5
24,2,24,Sobi,elite,17,1,3,2,3,1,48.3,141.8,104,151,42.2
24,2,24,Sobi,elite,18,2,3,2,2,3,95.4,158.6,93.8,81.1,124.4
24,2,24,Sobi,elite,19,3,3,NA,2,1,128.7,138.6,NA,88.3,51.2
24,2,24,Sobi,elite,20,2,3,NA,NA,2,98.7,129.8,NA,NA,82.9
24,2,24,Sobi,elite,21,2,2,NA,NA,NA,89.7,87.4,NA,NA,NA
25,2,25,SWSkotte,elite,1,0,0,3,2,2,0,0,73.3,37.5,61
25,2,25,SWSkotte,elite,2,2,0,4,3,3,42.3,0,128,108.7,119.4
25,2,25,SWSkotte,elite,3,3,1,4,3,4,112,43.7,154.3,147.4,177.6
25,2,25,SWSkotte,elite,4,3,3,4,4,4,130.3,138.3,172.9,169.2,168.8
25,2,25,SWSkotte,elite,5,3,3,2,4,4,99.1,146.7,88.9,193,194.4
25,2,25,SWSkotte,elite,6,4,3,4,3,4,164,145.9,184.7,150,182.7
25,2,25,SWSkotte,elite,7,4,4,4,3,5,176.2,182.5,152.6,149.7,225.2
25,2,25,SWSkotte,elite,8,4,4,5,4,5,183.1,185.1,211.7,201.9,219.3
25,2,25,SWSkotte,elite,9,4,4,4,3,4,172.7,186.5,164.9,129.8,167.5
25,2,25,SWSkotte,elite,10,3,4,5,4,4,142.8,195.3,224.6,192.9,167.1
25,2,25,SWSkotte,elite,11,3,4,3,3,3,127,161,142.4,148.6,144.6
25,2,25,SWSkotte,elite,12,2,2,4,4,4,96.9,108,178,181.5,168.8
25,2,25,SWSkotte,elite,13,4,4,4,4,5,165.1,182.2,170.1,186,207.6
25,2,25,SWSkotte,elite,14,3,3,5,1,4,126.9,149.6,191.8,44.1,187.4
25,2,25,SWSkotte,elite,15,4,3,4,4,4,171.7,149,168.5,181.9,163.4
25,2,25,SWSkotte,elite,16,3,3,4,4,3,131.1,145,159.1,177.7,137.9
25,2,25,SWSkotte,elite,17,3,3,4,4,3,114.9,129.6,151.3,145.5,117.1
25,2,25,SWSkotte,elite,18,3,3,1,3,3,120,118.9,42.7,133,121.4
25,2,25,SWSkotte,elite,19,3,2,3,3,3,101.3,84.9,120.3,112.9,114.5
25,2,25,SWSkotte,elite,20,2,1,3,3,3,74.8,47.1,111.9,114.9,119.5
25,2,25,SWSkotte,elite,21,2,2,3,2,3,69.1,75.9,103,73,100.5
25,2,25,SWSkotte,elite,22,NA,NA,3,1,2,NA,NA,81.6,26.4,72.6
25,2,25,SWSkotte,elite,23,NA,NA,2,NA,1,NA,NA,63.2,NA,38.4
26,2,26,Baguette11,elite,1,2,0,3,0,0,90.2,0,125.1,0,0
26,2,26,Baguette11,elite,2,3,2,2,2,3,132.4,57.7,97.1,65.3,82.4
26,2,26,Baguette11,elite,3,3,3,5,3,4,130.7,120.8,236.4,129.6,134.8
26,2,26,Baguette11,elite,4,2,4,3,2,3,99.8,144.8,130.9,103.5,105.7
26,2,26,Baguette11,elite,5,2,4,5,4,3,97.4,169.7,273.8,193.2,130.7
26,2,26,Baguette11,elite,6,3,3,5,4,4,140.8,109.8,250.8,140.5,160
26,2,26,Baguette11,elite,7,2,3,5,4,4,97.7,129.4,272.4,185.9,180
26,2,26,Baguette11,elite,8,2,4,5,2,4,101.1,180.7,275.5,110,180.7
26,2,26,Baguette11,elite,9,3,4,5,4,4,143.3,179,276.3,172.8,184.2
26,2,26,Baguette11,elite,10,3,3,4,4,4,133,149.3,215.7,181.5,161.2
26,2,26,Baguette11,elite,11,3,3,3,4,4,130.1,140.5,141.5,141.3,175.3
26,2,26,Baguette11,elite,12,2,3,3,1,4,107.7,145.4,144.9,30.5,155.7
26,2,26,Baguette11,elite,13,2,2,3,3,4,87.1,82.6,127.6,141.2,156.6
26,2,26,Baguette11,elite,14,1,3,2,5,4,46.4,117.3,85.4,179.7,141.7
26,2,26,Baguette11,elite,15,2,3,4,3,3,79.7,103.7,187.3,102,122.5
26,2,26,Baguette11,elite,16,2,1,4,2,2,79.7,22.8,157.8,62,62.3
26,2,26,Baguette11,elite,17,2,2,2,NA,2,74.2,74.2,61.9,NA,62.8
26,2,26,Baguette11,elite,18,NA,2,1,NA,2,NA,66.1,32.8,NA,46.1
26,2,26,Baguette11,elite,19,NA,NA,0,NA,2,NA,NA,0,NA,64.6
26,2,26,Baguette11,elite,20,NA,NA,1,NA,NA,NA,NA,36.8,NA,NA
27,2,27,Gallant,elite,1,0,0,0,2,1,0,0,0,91.3,40
27,2,27,Gallant,elite,2,3,3,3,3,2,136.4,135.5,123.4,159.9,94.4
27,2,27,Gallant,elite,3,3,2,1,3,2,150,88.3,56.1,159.5,93.6
27,2,27,Gallant,elite,4,4,4,4,3,5,165.5,205.2,201.9,172.9,222.7
27,2,27,Gallant,elite,5,4,4,2,5,5,218.2,211.7,110.2,255.2,240.8
27,2,27,Gallant,elite,6,5,4,5,2,4,260.7,228.3,251.3,93.4,224.4
27,2,27,Gallant,elite,7,4,4,3,5,4,208.3,198,172.7,295.4,225.1
27,2,27,Gallant,elite,8,5,5,5,4,4,248.3,269.2,285.7,240.4,229.8
27,2,27,Gallant,elite,9,4,6,4,4,5,205.9,306.3,241.6,246.1,294.5
27,2,27,Gallant,elite,10,5,5,5,4,5,282.8,268.5,277.8,262.3,282.4
27,2,27,Gallant,elite,11,5,4,5,4,5,263.1,220.2,235.1,236.1,286.3
27,2,27,Gallant,elite,12,5,5,4,3,5,251.4,275.5,239,167.4,269.1
27,2,27,Gallant,elite,13,5,5,3,4,3,228.3,245.7,143.6,226.1,178.5
27,2,27,Gallant,elite,14,4,3,3,2,5,220.2,162.5,152,115,234.8
27,2,27,Gallant,elite,15,3,3,3,3,4,169.4,167.9,151.9,169.4,212.7
27,2,27,Gallant,elite,16,4,4,4,3,4,190.4,217.1,184.5,164.5,208.8
27,2,27,Gallant,elite,17,3,3,3,3,3,151.2,166.9,145.6,130.6,149.9
27,2,27,Gallant,elite,18,2,4,3,3,4,97.1,184.6,126.5,143.1,181.7
27,2,27,Gallant,elite,19,0,3,2,1,4,0,153.4,88.8,41.7,136.2
27,2,27,Gallant,elite,20,NA,3,2,2,2,NA,126.7,86.6,91.3,97.9
27,2,27,Gallant,elite,21,NA,3,NA,NA,NA,NA,134.5,NA,NA,NA
28,2,28,Monty,elite,1,3,2,3,3,3,118.8,78.5,116,115.2,138.1
28,2,28,Monty,elite,2,2,3,4,4,5,92.7,128,176,192.3,241.4
28,2,28,Monty,elite,3,5,4,4,5,4,222.8,161.5,175.9,227.1,170.7
28,2,28,Monty,elite,4,5,4,4,5,5,201.2,181.3,164.3,241.8,232.6
28,2,28,Monty,elite,5,5,4,5,4,4,241.6,111.8,224.4,201.4,212.5
28,2,28,Monty,elite,6,5,4,5,5,6,235.2,195.3,231.6,252,296.1
28,2,28,Monty,elite,7,5,4,5,5,6,240.2,178.4,219.2,260.7,274.8
28,2,28,Monty,elite,8,5,4,4,4,5,244.8,190.3,219.3,221.5,233.6
28,2,28,Monty,elite,9,5,3,4,5,5,249.3,163.2,213.1,248.6,294.6
28,2,28,Monty,elite,10,5,3,5,6,5,258.1,134.1,267.6,293.2,271.1
28,2,28,Monty,elite,11,4,4,5,5,5,201.5,190.4,254.4,314.9,285
28,2,28,Monty,elite,12,5,4,5,5,5,262.3,212.9,270.3,269.1,289.6
28,2,28,Monty,elite,13,5,4,5,5,5,254.9,193.2,245.4,234.7,249.3
28,2,28,Monty,elite,14,5,4,5,5,5,232.8,186.6,228.1,248.5,173.9
28,2,28,Monty,elite,15,5,4,5,3,5,244.3,182.8,261.8,128.2,195.5
28,2,28,Monty,elite,16,4,3,5,4,5,183.2,144.6,206.1,156.5,181.5
28,2,28,Monty,elite,17,5,3,4,2,4,235.5,124.6,193.7,100.1,183.1
28,2,28,Monty,elite,18,4,3,4,4,4,168.6,128.5,181.8,196.8,173.4
28,2,28,Monty,elite,19,4,3,4,3,4,130.6,100.7,161.4,143.3,137.4
28,2,28,Monty,elite,20,3,2,4,4,3,87,77.3,158.5,141.2,130.3
28,2,28,Monty,elite,21,3,2,3,3,NA,114.5,82.5,84.8,133.1,NA
28,2,28,Monty,elite,22,2,NA,3,NA,NA,87,NA,97.4,NA,NA
28,2,28,Monty,elite,23,NA,NA,3,NA,NA,NA,NA,133.7,NA,NA
29,2,29,TRI137,resource,1,0,0,0,0,0,0,0,0,0,0
29,2,29,TRI137,resource,2,0,0,0,0,0,0,0,0,0,0
29,2,29,TRI137,resource,3,3,0,0,0,0,93,0,0,0,0
29,2,29,TRI137,resource,4,4,2,2,1,1,122.9,81.9,83.1,51.1,35.9
29,2,29,TRI137,resource,5,4,3,2,3,2,151.7,127.5,93.4,116.7,87.3
29,2,29,TRI137,resource,6,4,3,3,3,3,154.1,135.5,123.9,104.1,118.9
29,2,29,TRI137,resource,7,4,2,3,3,3,166.5,102.4,141.2,139.9,134.9
29,2,29,TRI137,resource,8,4,3,3,3,3,162.5,149.8,147.7,134.4,128.2
29,2,29,TRI137,resource,9,4,3,2,3,3,176.4,151.4,100.7,148.8,140.2
29,2,29,TRI137,resource,10,4,3,3,2,3,167,132.5,148.4,88.1,137.1
29,2,29,TRI137,resource,11,3,3,3,2,3,130,82.3,151,92.6,138.4
29,2,29,TRI137,resource,12,3,2,3,3,3,128.4,104,141.8,131.9,132.2
29,2,29,TRI137,resource,13,3,3,3,3,3,136.1,143.8,143.7,135.1,147.5
29,2,29,TRI137,resource,14,3,3,3,3,3,127.3,162.8,141.3,124.8,138.5
29,2,29,TRI137,resource,15,3,2,2,3,3,118.9,93.8,100.7,123,116.7
29,2,29,TRI137,resource,16,2,3,3,1,3,70.8,151.6,123.2,43.5,128.7
29,2,29,TRI137,resource,17,2,2,2,1,2,87.3,100.2,95.1,43,98.2
29,2,29,TRI137,resource,18,1,2,1,1,1,38.9,104.2,48.3,28.7,44.1
29,2,29,TRI137,resource,19,1,2,2,2,1,38.1,89.4,84.8,79.7,47.5
29,2,29,TRI137,resource,20,2,2,1,2,2,77,92.3,43.9,74.7,83.5
29,2,29,TRI137,resource,21,1,2,2,1,2,37.1,78.4,75.8,33.2,55.5
29,2,29,TRI137,resource,22,1,1,1,1,1,34,42.1,40.5,30.9,39.8
29,2,29,TRI137,resource,23,2,1,NA,NA,NA,61.5,36.8,NA,NA,NA
30,2,30,TRI14997,resource,1,2,0,0,1,0,52.8,0,0,34.4,0
30,2,30,TRI14997,resource,2,4,2,0,0,0,176.8,89.6,0,0,0
30,2,30,TRI14997,resource,3,4,4,0,2,3,173.5,172.2,0,76.8,117.6
30,2,30,TRI14997,resource,4,4,4,2,1,3,216.1,195.5,112.4,53,154.9
30,2,30,TRI14997,resource,5,4,4,2,4,4,220.2,205.2,97.2,150.5,135.6
30,2,30,TRI14997,resource,6,5,4,3,5,3,270.1,221.5,170.1,232.5,162.7
30,2,30,TRI14997,resource,7,4,4,2,4,3,230.4,226,132.2,212.2,129.5
30,2,30,TRI14997,resource,8,5,4,3,5,4,269.2,207.3,186.9,253.6,153.5
30,2,30,TRI14997,resource,9,5,4,4,5,5,227.2,218.6,211.5,281,188.1
30,2,30,TRI14997,resource,10,5,4,4,5,5,285.2,232.1,235.4,260.2,255
30,2,30,TRI14997,resource,11,3,3,3,5,5,175.1,193.8,196.6,274.8,244
30,2,30,TRI14997,resource,12,5,4,3,5,5,252.9,237.9,188.5,260.8,171.5
30,2,30,TRI14997,resource,13,2,4,2,4,4,119,228.3,131.9,234.2,215.1
30,2,30,TRI14997,resource,14,4,3,3,4,4,222.2,171.6,185.2,225.1,208.6
30,2,30,TRI14997,resource,15,4,5,3,4,3,247.9,276.1,183.8,214.9,169.1
30,2,30,TRI14997,resource,16,4,3,3,3,4,233.2,157.7,182.5,150.5,162
30,2,30,TRI14997,resource,17,4,3,3,3,4,217.6,178.2,169.5,148.1,188.7
30,2,30,TRI14997,resource,18,2,3,3,3,3,109.3,163.4,168.7,150.9,116.2
30,2,30,TRI14997,resource,19,3,3,2,2,3,176.3,164.6,57.2,103.7,139.8
30,2,30,TRI14997,resource,20,3,3,2,3,3,163.3,155.6,104.1,107.5,102.2
30,2,30,TRI14997,resource,21,3,3,1,1,2,165,139.4,57.2,39.5,91.2
30,2,30,TRI14997,resource,22,1,3,1,0,2,55.8,123.4,56.8,0,78.7
30,2,30,TRI14997,resource,23,2,2,0,1,1,105.4,88.4,0,30.7,44.3
30,2,30,TRI14997,resource,24,1,1,1,1,0,42,43.9,43,35.2,0
30,2,30,TRI14997,resource,25,0,2,NA,NA,1,0,91.1,NA,NA,39.4
31,2,31,Duxford,elite,1,1,0,1,1,0,44.7,0,38.9,50.5,0
31,2,31,Duxford,elite,2,3,3,1,2,2,151.6,117.8,56.8,111.1,86.5
31,2,31,Duxford,elite,3,4,3,2,3,3,216.5,90.8,56.9,176.4,125.5
31,2,31,Duxford,elite,4,3,3,3,4,2,158.9,151,167.3,225.1,84.2
31,2,31,Duxford,elite,5,4,3,2,4,4,184.6,140.5,111.9,243.4,218.9
31,2,31,Duxford,elite,6,4,4,3,5,3,210.3,212.1,150.9,268.9,186.5
31,2,31,Duxford,elite,7,3,3,4,5,4,168.1,171.3,203.9,294.8,172.3
31,2,31,Duxford,elite,8,4,5,4,5,4,206.5,231,214.7,282.4,200.6
31,2,31,Duxford,elite,9,4,5,3,4,5,214.1,274.9,175.7,239.7,239.6
31,2,31,Duxford,elite,10,5,2,4,4,4,271.8,130.4,216.4,259.6,190.5
31,2,31,Duxford,elite,11,5,5,4,4,5,272.9,262,179.7,261.7,248.4
31,2,31,Duxford,elite,12,4,4,4,5,5,223.1,247.7,205.1,294,236.3
31,2,31,Duxford,elite,13,4,3,4,5,4,216.3,159.9,202.5,250.5,209.5
31,2,31,Duxford,elite,14,4,5,4,4,4,221.7,266.3,195.6,244.2,203
31,2,31,Duxford,elite,15,5,5,3,4,3,257.6,247.1,139.7,243.7,143.4
31,2,31,Duxford,elite,16,4,4,3,4,4,227.7,223.5,106.1,190.8,182.8
31,2,31,Duxford,elite,17,3,2,3,3,4,154.6,89.5,143.9,183.5,167.4
31,2,31,Duxford,elite,18,4,4,2,4,3,211.9,217.8,91,207.3,121.9
31,2,31,Duxford,elite,19,4,4,2,4,3,200.5,189.9,83.8,190,130.7
31,2,31,Duxford,elite,20,4,3,2,4,3,197,133.6,86.4,125.9,117
31,2,31,Duxford,elite,21,3,2,2,4,3,116.7,104.6,53,166.7,115.6
31,2,31,Duxford,elite,22,3,3,NA,NA,NA,136.6,131.8,NA,NA,NA
31,2,31,Duxford,elite,23,2,NA,NA,NA,NA,69,NA,NA,NA,NA
32,2,32,TRI6729,resource,1,0,2,1,0,0,0,88.6,44.2,0,0
32,2,32,TRI6729,resource,2,2,3,3,0,3,95,131.9,131,0,123.3
32,2,32,TRI6729,resource,3,3,3,3,3,3,149,160.4,162.2,151,164.5
32,2,32,TRI6729,resource,4,3,3,3,3,3,181.3,178.5,173.4,161,156.2
32,2,32,TRI6729,resource,5,3,2,3,3,3,177,132.2,186.8,175.2,195.2
