Plot,Replication,Block,Genotype,Population,Spikelet,Grain_number,,,,,Grain_yield(mg),,,,
,,,,,,Spike_1,Spike_2,Spike_3,Spike_4,Spike_5,Spike_1,Spike_2,Spike_3,Spike_4,Spike_5
32,2,32,TRI6729,resource,6,3,3,3,3,3,191.1,188.9,201.8,183.7,190.5
32,2,32,TRI6729,resource,7,3,3,3,3,3,236.1,198.6,192.8,187.4,201
32,2,32,TRI6729,resource,8,4,3,4,3,3,194.3,200.4,230.2,190.4,191.1
32,2,32,TRI6729,resource,9,3,3,3,3,3,168,177.3,185.5,194.5,204.6
32,2,32,TRI6729,resource,10,3,4,3,3,3,197.9,248.4,187.4,200.4,190.9
32,2,32,TRI6729,resource,11,4,2,3,3,3,220.4,131.5,175.2,199.7,202.3
32,2,32,TRI6729,resource,12,4,3,3,3,3,226.2,177.2,180.5,184.5,195.7
32,2,32,TRI6729,resource,13,3,3,3,3,3,182.6,158.9,147.4,188.9,187.4
32,2,32,TRI6729,resource,14,3,3,3,3,3,183.4,172.1,144.1,173.4,165.5
32,2,32,TRI6729,resource,15,3,2,2,3,3,172.6,123.3,118.3,174.7,175.1
32,2,32,TRI6729,resource,16,2,2,2,3,3,99.1,122.2,109.2,155.5,167.2
32,2,32,TRI6729,resource,17,2,2,2,3,2,127.3,109.5,89.7,142.4,120.5
32,2,32,TRI6729,resource,18,2,2,1,2,2,118.9,88.3,60.3,117.7,117.1
32,2,32,TRI6729,resource,19,2,2,NA,2,1,109.7,72.9,NA,106.2,53.9
32,2,32,TRI6729,resource,20,1,NA,NA,1,1,57.9,NA,NA,53.1,49.7
32,2,32,TRI6729,resource,21,2,NA,NA,1,2,75.3,NA,NA,50.4,78.2
33,2,33,TRI10050,resource,1,0,0,0,0,0,0,0,0,0,0
33,2,33,TRI10050,resource,2,1,2,0,1,0,29.2,81,0,25.8,0
33,2,33,TRI10050,resource,3,2,2,3,2,3,70.3,100.5,118.1,72.4,147
33,2,33,TRI10050,resource,4,3,2,3,3,3,114.1,109.4,105.4,109.5,155.6
33,2,33,TRI10050,resource,5,3,3,3,3,4,123.6,156.9,128.6,133.2,215.2
33,2,33,TRI10050,resource,6,3,3,3,3,3,132.4,169.3,137.6,139.8,180.7
33,2,33,TRI10050,resource,7,3,3,3,3,3,137.2,185.2,157.9,147.2,194.3
33,2,33,TRI10050,resource,8,3,3,3,3,3,144.6,177.7,154.5,142.9,191.4
33,2,33,TRI10050,resource,9,3,3,2,3,3,132.1,178.7,112.1,146.9,192.2
33,2,33,TRI10050,resource,10,3,3,3,3,3,140.2,173.5,167.7,146,196.4
33,2,33,TRI10050,resource,11,3,2,3,3,2,136.8,125.3,172.3,146.1,134.8
33,2,33,TRI10050,resource,12,3,2,3,3,3,142.9,121.4,172.7,133.9,147.6
33,2,33,TRI10050,resource,13,3,2,3,3,3,126.1,121.9,155.1,132.8,186.4
33,2,33,TRI10050,resource,14,2,3,3,3,3,102.3,147.9,160,130.3,155.9
33,2,33,TRI10050,resource,15,2,2,3,3,3,94,98.4,146.4,128.5,178.9
33,2,33,TRI10050,resource,16,2,2,3,2,3,92.5,97.7,150.7,93.8,180.4
33,2,33,TRI10050,resource,17,2,2,2,2,3,87,94.1,103.5,87.1,164.1
33,2,33,TRI10050,resource,18,2,2,2,2,2,78.2,82.1,84.8,87.4,100.8
33,2,33,TRI10050,resource,19,2,2,2,2,2,73.3,70.7,89.8,85.8,114.3
33,2,33,TRI10050,resource,20,2,NA,2,2,2,66.6,NA,77.4,73.4,97.5
33,2,33,TRI10050,resource,21,2,NA,1,2,2,67.8,NA,39.5,60.4,101.8
33,2,33,TRI10050,resource,22,NA,NA,1,NA,2,NA,NA,33.7,NA,98.1
34,2,34,Malacca,elite,1,1,0,1,3,0,38.9,0,29.2,102.7,0
34,2,34,Malacca,elite,2,3,3,3,4,1,140.5,99.3,127.1,160.2,42
34,2,34,Malacca,elite,3,3,3,4,4,3,154.4,127.6,193.6,207.2,170.1
34,2,34,Malacca,elite,4,3,4,4,4,4,145.5,160.4,147.8,193.8,210.9
34,2,34,Malacca,elite,5,3,4,5,4,3,163.1,179.1,240.5,214.7,164.7
34,2,34,Malacca,elite,6,2,4,4,2,3,107.4,175.9,202.7,61.3,145.6
34,2,34,Malacca,elite,7,4,3,2,4,4,168.5,145.4,112.7,215.8,240.1
34,2,34,Malacca,elite,8,4,5,4,3,4,187.4,209.9,208.5,152.6,164.3
34,2,34,Malacca,elite,9,4,4,4,4,3,184,190.1,189.5,166.1,175.2
34,2,34,Malacca,elite,10,3,4,4,4,4,55.4,190.3,206.3,213.1,223.8
34,2,34,Malacca,elite,11,3,4,4,4,4,161.5,197.9,206,202.2,242.6
34,2,34,Malacca,elite,12,4,4,4,3,3,191,195.4,217.9,158.7,166.1
34,2,34,Malacca,elite,13,4,4,4,4,2,177.3,193.3,179.6,124.7,127.7
34,2,34,Malacca,elite,14,3,4,4,4,3,162,159.8,204.7,156.4,97.9
34,2,34,Malacca,elite,15,4,4,4,3,4,219,162,195.8,149.9,203.7
34,2,34,Malacca,elite,16,3,4,4,4,3,70.1,182.2,176.3,158.8,168.4
34,2,34,Malacca,elite,17,3,3,3,3,3,123.7,139.8,157.3,155.2,162.3
34,2,34,Malacca,elite,18,2,3,3,3,3,65.9,135.9,148.6,158.7,61.5
34,2,34,Malacca,elite,19,3,3,3,3,3,114.4,125.3,142.3,148.5,147.1
34,2,34,Malacca,elite,20,2,3,3,3,1,61.2,120.9,137.3,141.4,50.7
34,2,34,Malacca,elite,21,3,3,3,3,1,154.1,110.3,115.3,98.9,54.6
34,2,34,Malacca,elite,22,2,2,2,2,1,107.4,81.3,88.7,77.5,48.2
34,2,34,Malacca,elite,23,2,2,2,2,1,98.1,68.5,89,91.5,39.9
34,2,34,Malacca,elite,24,1,2,NA,NA,NA,45.7,64.1,NA,NA,NA
35,2,35,TRI6897,resource,1,0,0,0,0,0,0,0,0,0,0
35,2,35,TRI6897,resource,2,2,0,0,0,0,89.5,0,0,0,0
35,2,35,TRI6897,resource,3,3,0,0,2,2,163,0,0,99.9,100.8
35,2,35,TRI6897,resource,4,2,0,1,2,1,113.6,0,43,98.1,34.6
35,2,35,TRI6897,resource,5,3,2,3,2,2,185.4,61.6,137.2,101.8,103.4
35,2,35,TRI6897,resource,6,3,3,3,2,1,156.5,158.4,144.6,115.1,45.4
35,2,35,TRI6897,resource,7,3,3,3,2,3,190.6,171.5,155.9,115.9,183.7
35,2,35,TRI6897,resource,8,4,3,3,3,0,225.8,170.9,173.4,186,0
35,2,35,TRI6897,resource,9,4,3,3,2,3,245.1,171.6,190.1,135.3,190.2
35,2,35,TRI6897,resource,10,3,2,3,4,3,189.1,129.4,173.1,223,193.4
35,2,35,TRI6897,resource,11,2,3,3,3,3,125.9,180.5,192.8,207.3,193
35,2,35,TRI6897,resource,12,3,3,2,3,1,183.8,187.4,140.1,196.3,68.9
35,2,35,TRI6897,resource,13,3,3,3,2,3,196.9,183.9,191.6,132.2,196.1
35,2,35,TRI6897,resource,14,3,2,3,3,2,94.8,134,176.6,181.6,74.4
35,2,35,TRI6897,resource,15,3,2,3,3,3,184.1,98.8,189.7,184,173.4
35,2,35,TRI6897,resource,16,2,2,3,3,2,127.6,130,107.3,176.3,134.4
35,2,35,TRI6897,resource,17,2,2,3,3,2,132.4,71.2,155.6,174.1,84.3
35,2,35,TRI6897,resource,18,2,2,1,2,2,123.3,116.6,59,107.2,133.4
35,2,35,TRI6897,resource,19,2,2,2,2,2,125.3,106.3,81,119.7,115.4
35,2,35,TRI6897,resource,20,1,2,2,2,2,53.2,103.9,95.9,68.8,112.5
35,2,35,TRI6897,resource,21,2,2,2,2,1,67.6,94.9,55.4,109.2,22.7
35,2,35,TRI6897,resource,22,NA,1,NA,2,1,NA,52.8,NA,94.1,26.7
36,2,36,TRI11244,resource,1,2,0,2,3,0,83.1,0,83.2,107.8,0
36,2,36,TRI11244,resource,2,3,2,3,2,1,128.6,105.3,139.6,83.2,31.8
36,2,36,TRI11244,resource,3,3,3,2,3,1,154.8,125.4,94.7,134.2,48
36,2,36,TRI11244,resource,4,4,3,4,3,3,189.9,174.2,176.4,164.4,139.9
36,2,36,TRI11244,resource,5,3,3,4,4,4,166.2,166.2,188.9,204,174.5
36,2,36,TRI11244,resource,6,3,2,3,4,3,148.8,111.8,152.8,214.4,158.4
36,2,36,TRI11244,resource,7,4,2,4,4,3,215.6,107.5,181,186.8,154.5
36,2,36,TRI11244,resource,8,4,2,4,4,2,206.6,123.3,191.1,210.9,75.6
36,2,36,TRI11244,resource,9,4,4,4,3,3,210.6,195.8,194,170.6,133
36,2,36,TRI11244,resource,10,4,3,3,4,3,207,165.4,163,202.6,143.5
36,2,36,TRI11244,resource,11,3,2,3,4,3,170.3,122.8,141.9,198.5,110.2
36,2,36,TRI11244,resource,12,4,3,2,4,4,185.2,174.1,92.6,200.9,175.5
36,2,36,TRI11244,resource,13,3,3,3,4,3,163.6,149.9,125,182.4,134.6
36,2,36,TRI11244,resource,14,3,2,3,3,3,152.2,92.8,147.1,144.6,135.8
36,2,36,TRI11244,resource,15,3,3,3,3,3,134.6,140.3,129.3,121.2,121.1
36,2,36,TRI11244,resource,16,3,2,2,3,3,129.4,99.6,82.1,133.4,119.1
36,2,36,TRI11244,resource,17,3,2,3,3,3,115.8,95.3,103,131.8,90.9
36,2,36,TRI11244,resource,18,2,1,3,3,2,77.5,40.4,92.2,82.6,65.2
36,2,36,TRI11244,resource,19,1,NA,NA,2,NA,44.2,NA,NA,74.8,NA
36,2,36,TRI11244,resource,20,2,NA,NA,NA,NA,68.5,NA,NA,NA,NA
37,2,37,TRI7444,resource,1,1,2,0,1,3,34,79.3,0,34.8,106.6
37,2,37,TRI7444,resource,2,3,4,1,3,4,100.3,152.9,27.3,119.9,130.5
37,2,37,TRI7444,resource,3,3,5,3,4,4,128.2,204.1,116.1,170.2,188.4
37,2,37,TRI7444,resource,4,4,4,3,2,5,155.5,196.6,121.1,81.4,203
37,2,37,TRI7444,resource,5,4,4,3,4,5,176.4,211.5,96.2,179.7,225.8
37,2,37,TRI7444,resource,6,4,4,3,2,4,172,208.1,131.5,94.5,182.7
37,2,37,TRI7444,resource,7,4,3,3,4,5,192.2,176.3,134.3,185.3,230.9
37,2,37,TRI7444,resource,8,4,4,3,4,4,180.7,181,143,186.6,209.8
37,2,37,TRI7444,resource,9,4,4,2,3,4,179.9,220.6,94.9,155.2,214.8
37,2,37,TRI7444,resource,10,3,3,3,3,4,152.3,166.8,132.8,148.1,195.5
37,2,37,TRI7444,resource,11,3,3,3,3,4,153.9,181.5,129.6,155.3,209.4
37,2,37,TRI7444,resource,12,3,3,2,3,4,145.8,152.5,95.8,147.3,203.4
37,2,37,TRI7444,resource,13,3,3,3,2,4,151.2,131.8,144.3,105.1,197.2
37,2,37,TRI7444,resource,14,3,3,3,3,4,142,116.1,102.8,145.3,193.7
37,2,37,TRI7444,resource,15,3,3,3,3,4,146.6,121.7,129.9,135.1,190.2
37,2,37,TRI7444,resource,16,3,3,2,3,3,133.6,164.1,85.6,124.3,147.1
37,2,37,TRI7444,resource,17,3,3,2,3,3,130.3,162.4,86.5,123.4,149.8
37,2,37,TRI7444,resource,18,2,3,2,2,3,94.3,154.8,70.6,93.3,147.6
37,2,37,TRI7444,resource,19,1,2,2,1,2,48.4,89.2,79.7,45.3,100.7
37,2,37,TRI7444,resource,20,2,3,1,2,2,75.8,123.7,32.8,82.8,98.1
37,2,37,TRI7444,resource,21,1,2,1,1,2,38.2,35.1,30.4,31.2,90
37,2,37,TRI7444,resource,22,0,2,NA,2,2,0,31.4,NA,57.4,82.1
37,2,37,TRI7444,resource,23,0,2,NA,NA,2,0,77.6,NA,NA,62.8
38,2,38,Apache,elite,1,0,0,0,0,0,0,0,0,0,0
38,2,38,Apache,elite,2,2,2,1,1,0,96.5,104.1,29.4,38.5,0
38,2,38,Apache,elite,3,3,4,3,3,2,158.5,222.9,122.7,147.2,81.1
38,2,38,Apache,elite,4,3,4,3,4,3,164.6,227.6,125.2,216.6,157.7
38,2,38,Apache,elite,5,4,5,3,4,3,190,282.1,163.6,200.3,154.1
38,2,38,Apache,elite,6,5,4,3,4,3,262.4,242,130.3,218.5,171.8
38,2,38,Apache,elite,7,4,5,3,4,3,199.9,297.1,164.6,228.5,181.7
38,2,38,Apache,elite,8,4,5,3,4,3,211,276.4,151.9,238.3,139.5
38,2,38,Apache,elite,9,3,5,4,4,4,150.4,299.5,194.5,231.7,217.6
38,2,38,Apache,elite,10,4,4,3,4,3,210.9,250.4,172.2,228.8,184
38,2,38,Apache,elite,11,6,5,3,4,3,276.5,238.9,155.1,216.6,148
38,2,38,Apache,elite,12,5,4,3,3,2,254.3,236.8,157.4,185.1,123
38,2,38,Apache,elite,13,3,4,3,4,3,112.5,218.9,143.4,193.7,174.3
38,2,38,Apache,elite,14,3,3,3,3,3,144.9,138.8,145.8,169.2,163
38,2,38,Apache,elite,15,3,4,2,3,3,109.6,187.1,102.6,148.5,151.5
38,2,38,Apache,elite,16,1,3,2,3,3,43,167.8,94.1,145.2,131.2
38,2,38,Apache,elite,17,3,3,2,3,2,128.3,137.4,83.9,133.3,105.6
38,2,38,Apache,elite,18,2,3,2,2,2,60.7,141.6,78.5,78.8,95.4
38,2,38,Apache,elite,19,3,3,1,2,2,114.9,116.2,38.2,85.9,82.8
38,2,38,Apache,elite,20,2,2,1,2,2,79.8,83.7,34,79.6,84.8
38,2,38,Apache,elite,21,2,2,1,2,1,71.6,67.9,22.2,69,32.7
38,2,38,Apache,elite,22,NA,2,NA,1,1,NA,67.3,NA,18.1,37.1
38,2,38,Apache,elite,23,NA,1,NA,NA,1,NA,30.6,NA,NA,34.9
39,2,39,TRI5121,resource,1,0,0,0,2,0,0,0,0,58.8,0
39,2,39,TRI5121,resource,2,3,3,4,3,2,103,101.1,125.4,110.8,60.8
39,2,39,TRI5121,resource,3,3,3,3,4,3,124.9,131.8,95,163.4,94.1
39,2,39,TRI5121,resource,4,4,3,3,4,3,154.8,137.3,129.3,166.1,129.2
39,2,39,TRI5121,resource,5,4,4,3,4,3,162.3,167.7,109.7,170.9,108.8
39,2,39,TRI5121,resource,6,4,4,3,4,3,151.3,166.8,105.4,165.7,136.2
39,2,39,TRI5121,resource,7,4,4,3,4,3,164.9,160.4,145.9,179.6,114.5
39,2,39,TRI5121,resource,8,4,4,3,4,3,167.9,159.3,147,172.4,103.8
39,2,39,TRI5121,resource,9,4,4,3,4,3,143.4,179.2,124.6,168.4,121.4
39,2,39,TRI5121,resource,10,4,4,2,4,3,151.9,166.5,104.1,168.9,138.7
39,2,39,TRI5121,resource,11,3,3,3,4,3,126.1,129.8,131.9,173.6,110.5
39,2,39,TRI5121,resource,12,3,4,2,4,3,110.9,154.9,101.3,168.5,131.4
39,2,39,TRI5121,resource,13,3,3,3,3,3,116.4,147.9,104,139,127.7
39,2,39,TRI5121,resource,14,2,3,2,3,3,78.8,147.2,93.7,121.8,115.4
39,2,39,TRI5121,resource,15,2,2,2,2,2,73.3,96.4,79.2,86.3,88.2
39,2,39,TRI5121,resource,16,2,3,2,3,2,67.5,130.7,87,108.4,84.1
39,2,39,TRI5121,resource,17,0,2,1,2,2,0,83.7,38.2,80.7,83.9
39,2,39,TRI5121,resource,18,1,2,2,1,2,32.1,86.9,73.6,42.9,69.7
39,2,39,TRI5121,resource,19,1,2,1,1,2,29.6,83.6,30.1,39,71.1
39,2,39,TRI5121,resource,20,1,2,0,2,1,28.5,79.7,0,65.1,32.5
39,2,39,TRI5121,resource,21,NA,2,NA,0,1,NA,70.8,NA,0,33.3
39,2,39,TRI5121,resource,22,NA,2,NA,NA,NA,NA,59.9,NA,NA,NA
39,2,39,TRI5121,resource,23,NA,2,NA,NA,NA,NA,35.3,NA,NA,NA
40,2,40,Savannah,elite,1,0,2,2,2,0,0,95.8,88.1,114.7,0
40,2,40,Savannah,elite,2,1,3,3,3,2,16.7,137.5,169.4,143.1,68.8
40,2,40,Savannah,elite,3,3,4,4,5,3,167.9,225.9,197.5,244.1,175.2
40,2,40,Savannah,elite,4,4,5,4,5,4,211.6,239.5,237.1,248.2,201.8
40,2,40,Savannah,elite,5,4,5,5,5,3,228.6,253.7,209.9,267.8,164.9
40,2,40,Savannah,elite,6,4,5,3,4,4,242.2,246.1,154.7,203.1,221
40,2,40,Savannah,elite,7,4,5,5,5,4,217.9,245.8,231.3,269,146.3
40,2,40,Savannah,elite,8,4,5,4,5,5,235.8,263.9,213.1,284.7,229
40,2,40,Savannah,elite,9,5,4,5,5,4,271.9,223.4,246.1,289.8,215.7
40,2,40,Savannah,elite,10,5,4,4,6,4,320.8,225.2,156.8,300.5,210.2
40,2,40,Savannah,elite,11,4,5,4,6,5,226.2,269.5,201.4,279.7,267.1
40,2,40,Savannah,elite,12,4,4,3,5,4,218.6,221.1,166.8,249.8,198
40,2,40,Savannah,elite,13,4,4,5,5,5,297.6,222.7,245,257.8,251.9
40,2,40,Savannah,elite,14,4,5,4,5,4,211.7,256.3,198.4,251.8,203.4
40,2,40,Savannah,elite,15,4,4,4,4,4,198.4,190.7,206.9,227.7,158.8
40,2,40,Savannah,elite,16,3,5,4,4,2,172.3,227.3,219.9,217.2,125.8
40,2,40,Savannah,elite,17,3,5,4,3,4,156.6,233.4,161.3,163.1,130.3
40,2,40,Savannah,elite,18,2,4,3,4,3,108,172.9,144.1,183.3,129.2
40,2,40,Savannah,elite,19,3,4,3,3,3,127.2,170.6,152.7,157.2,111
40,2,40,Savannah,elite,20,2,3,2,1,1,65.8,83.3,113.7,54.9,53.2
40,2,40,Savannah,elite,21,1,2,2,1,1,46,48.8,106.4,52.2,38.6
40,2,40,Savannah,elite,22,NA,2,1,1,NA,NA,46.5,27.5,32.5,NA
40,2,40,Savannah,elite,23,NA,1,NA,NA,NA,NA,29.8,NA,NA,NA
41,2,40,TRI4189,resource,1,0,0,0,0,0,0,0,0,0,0
41,2,40,TRI4189,resource,2,2,5,1,1,0,70.5,122.6,32.3,42.8,0
41,2,40,TRI4189,resource,3,2,3,3,2,1,84.6,101.6,120.3,77.1,29.3
41,2,40,TRI4189,resource,4,3,3,2,2,2,108.8,94.5,92.8,81.7,91.6
41,2,40,TRI4189,resource,5,2,2,1,2,2,92.1,92.8,40.6,90.2,102.2
41,2,40,TRI4189,resource,6,2,3,3,3,2,92.1,122.9,124.2,115.8,98.8
41,2,40,TRI4189,resource,7,3,2,3,3,3,119,107.5,129.2,139.9,140.6
41,2,40,TRI4189,resource,8,3,2,2,3,2,129.6,100.6,102.4,119.4,100
41,2,40,TRI4189,resource,9,3,3,2,3,3,129.9,146.1,97.2,143.7,130.8
41,2,40,TRI4189,resource,10,3,3,2,3,2,127,131.8,106.6,128.1,103.3
41,2,40,TRI4189,resource,11,3,3,2,3,2,125.2,137.8,104.4,147.6,105.2
41,2,40,TRI4189,resource,12,3,3,2,3,2,128.8,133.5,102,135.6,103.5
41,2,40,TRI4189,resource,13,2,2,2,2,2,98.2,105.3,95.6,109.6,102.4
41,2,40,TRI4189,resource,14,3,2,2,3,2,134.2,99.4,99.9,136.3,99.3
41,2,40,TRI4189,resource,15,2,2,2,2,2,98.6,93.3,101.4,108.2,91.5
41,2,40,TRI4189,resource,16,2,2,2,2,1,105,89.5,95.1,103.6,48
41,2,40,TRI4189,resource,17,2,2,2,2,2,86.2,82.8,86.2,96.8,85
41,2,40,TRI4189,resource,18,2,2,2,2,2,84.4,77.4,82.2,93.6,81.8
41,2,40,TRI4189,resource,19,2,1,2,2,2,71.6,38.6,78.5,93.6,80.2
41,2,40,TRI4189,resource,20,1,1,1,2,1,44.4,35.2,39.8,83.4,41.4
41,2,40,TRI4189,resource,21,1,1,1,1,1,36.1,28.5,33.9,42.4,36.6
41,2,40,TRI4189,resource,22,NA,NA,NA,1,1,NA,NA,NA,40.4,33.2
42,2,39,TRI3372,resource,1,0,0,0,0,0,0,0,0,0,0
42,2,39,TRI3372,resource,2,0,2,2,0,2,0,84.4,84.3,0,93
42,2,39,TRI3372,resource,3,0,3,3,2,3,0,111.9,126.8,80.8,146.5
42,2,39,TRI3372,resource,4,1,2,3,2,2,18.9,97.2,141.1,102,113.9
42,2,39,TRI3372,resource,5,2,4,3,2,3,59.7,181.8,160.2,104.3,164.6
42,2,39,TRI3372,resource,6,4,4,3,3,3,153.1,216.5,158.3,158.4,176.6
42,2,39,TRI3372,resource,7,4,4,3,3,3,156.1,209.8,163.1,144.8,180.1
42,2,39,TRI3372,resource,8,3,4,3,3,3,139.8,219.6,167.9,162.4,167.6
42,2,39,TRI3372,resource,9,3,4,2,3,3,139.9,240.5,110.9,153.9,179.3
42,2,39,TRI3372,resource,10,3,4,3,2,3,129,213.3,165.8,119.4,164.6
42,2,39,TRI3372,resource,11,3,4,3,3,3,129.4,229,172.5,163.7,158.7
42,2,39,TRI3372,resource,12,3,3,3,3,2,141.8,174.8,170.2,151.3,61.6
42,2,39,TRI3372,resource,13,3,3,3,3,3,138,161.4,163.6,153.4,172.7
42,2,39,TRI3372,resource,14,3,3,3,2,3,135.6,183.7,159.5,109.8,168.9
42,2,39,TRI3372,resource,15,3,3,3,1,3,129.1,172.7,141.4,59.7,171.3
42,2,39,TRI3372,resource,16,3,3,2,2,2,130.5,153.5,111.6,105.3,101.7
42,2,39,TRI3372,resource,17,2,3,2,2,3,88.9,156.9,103.8,103.5,157.8
42,2,39,TRI3372,resource,18,2,3,2,2,2,92.4,149.8,101.1,100.8,109.1
42,2,39,TRI3372,resource,19,2,1,2,2,2,84.7,45.1,87.7,96,98.8
42,2,39,TRI3372,resource,20,2,1,2,2,2,79.2,35.8,76,91.8,93.9
42,2,39,TRI3372,resource,21,2,1,1,2,1,76.9,43.2,45.3,78.2,47
42,2,39,TRI3372,resource,22,2,NA,NA,2,1,66,NA,NA,75.9,35.9
42,2,39,TRI3372,resource,23,2,NA,NA,1,1,54.9,NA,NA,21.2,47
42,2,39,TRI3372,resource,24,1,NA,NA,NA,1,36.2,NA,NA,NA,42.7
43,2,38,Fregata,elite,1,0,0,0,0,0,0,0,0,0,0
43,2,38,Fregata,elite,2,3,0,3,0,2,134.8,0,144.8,0,39.5
43,2,38,Fregata,elite,3,4,2,4,0,1,183.1,95.1,190.3,0,25.7
43,2,38,Fregata,elite,4,4,3,4,0,3,189.4,146.6,207.7,0,64.8
43,2,38,Fregata,elite,5,3,3,3,2,3,151.3,163.8,165.1,84.7,76.2
43,2,38,Fregata,elite,6,4,3,3,3,3,208.4,166.2,169,131.3,69.8
43,2,38,Fregata,elite,7,4,4,4,3,3,219.8,203.8,215.7,142.6,73.2
43,2,38,Fregata,elite,8,4,3,4,3,3,218.2,169.2,218.1,140.6,82
43,2,38,Fregata,elite,9,3,3,4,3,3,171.3,145.3,214.7,153.8,74.2
43,2,38,Fregata,elite,10,2,3,4,3,4,106.2,166.4,215,151.6,95.2
43,2,38,Fregata,elite,11,4,3,3,3,4,202.8,161.3,159.6,148.9,96.5
43,2,38,Fregata,elite,12,4,3,4,3,3,209.5,169.2,203.1,148.3,78.5
43,2,38,Fregata,elite,13,4,3,3,3,3,199.4,160.6,156.7,145.6,84
43,2,38,Fregata,elite,14,4,3,3,3,3,193.9,158.6,150.8,141.4,74
43,2,38,Fregata,elite,15,3,3,2,3,3,153,146.2,82.8,133.1,72.2
43,2,38,Fregata,elite,16,3,2,2,2,3,140.2,105.2,97.1,102.6,75.1
43,2,38,Fregata,elite,17,3,2,2,2,2,141.5,94.2,98.6,99.9,57.8
43,2,38,Fregata,elite,18,2,2,2,2,2,82.5,95.5,92.5,92.8,54.6
43,2,38,Fregata,elite,19,2,2,1,2,2,92.8,86.8,47.2,87.8,50.5
43,2,38,Fregata,elite,20,2,2,2,2,2,83.6,85.2,79.2,76.3,47.4
43,2,38,Fregata,elite,21,0,1,1,1,2,0,40.1,39.4,41,46.3
43,2,38,Fregata,elite,22,0,NA,NA,1,2,0,NA,NA,35,46.2
43,2,38,Fregata,elite,23,NA,NA,NA,1,1,NA,NA,NA,31.9,18.8
44,2,37,Consort,elite,1,1,0,0,0,0,42.4,0,0,0,0
44,2,37,Consort,elite,2,3,3,0,0,1,147,116.4,0,0,39.3
44,2,37,Consort,elite,3,3,3,2,2,2,159.4,145,88.4,93.8,100
44,2,37,Consort,elite,4,4,3,3,2,3,172.9,139.7,145.5,92.8,150.2
44,2,37,Consort,elite,5,4,4,3,2,3,181.6,192.8,146.2,108.1,139.8
44,2,37,Consort,elite,6,4,3,3,3,5,200.6,152.7,156.3,138.1,232.2
44,2,37,Consort,elite,7,4,4,3,4,5,201.2,203.8,153.2,185.2,213.5
44,2,37,Consort,elite,8,4,4,3,4,5,216.8,182,156.2,154.2,232.9
44,2,37,Consort,elite,9,3,4,4,4,5,137.2,189.9,172.1,179.5,243.1
44,2,37,Consort,elite,10,4,5,4,4,3,216.4,212.1,176.4,164.6,141.6
44,2,37,Consort,elite,11,2,5,3,3,4,105.7,195.2,154.4,144.5,200.9
44,2,37,Consort,elite,12,4,4,3,3,4,189.4,201.8,152,129.8,190.5
44,2,37,Consort,elite,13,4,3,3,3,4,164.6,148.5,144.2,133,176.2
44,2,37,Consort,elite,14,3,4,3,3,3,144.6,179.9,136.6,124.5,148.8
44,2,37,Consort,elite,15,3,4,2,3,4,158.8,190.2,99,130.8,158.6
44,2,37,Consort,elite,16,1,3,2,3,3,50.2,133.8,74.8,113.1,120.5
44,2,37,Consort,elite,17,3,3,NA,3,3,120.9,130.3,NA,115.1,103.8
